[2025-10-17 18:16:37,294] 13 root - INFO
[2025-10-17 18:16:38,014] 96 pymongo.serverSelection - INFO
[2025-10-17 18:16:41,772] 59 root - INFO
[2025-10-17 18:16:41,772] 60 root - INFO
[2025-10-17 18:16:41,773] 65 root - INFO
[2025-10-17 18:16:41,833] 70 root - INFO
[2025-10-17 18:16:41,833] 15 root - INFO
[2025-10-17 18:16:41,857] 19 root - INFO
[2025-10-17 18:16:41,857] 20 root - INFO
